2.000000000000000000e+00,2.943631850740784373e+00
2.757564793432799519e-02,2.775543456748259460e-02
1.368338882684020340e-02,2.008431788840567972e-02
1.325291249081938030e-02,1.282410868368231115e-02
1.058694754970301855e-02,8.149533731823055752e-03
5.086710954490247620e-03,9.043560547993934051e-03
5.094105530028536499e-03,7.801661771567935943e-03
4.437413221681907501e-03,6.610325186089127843e-03
4.917993915863183747e-03,6.946748611250086122e-03
3.415341559977236145e-03,5.169126044666683129e-03
3.430352797120128812e-03,5.323212233449226005e-03
3.155208550447108524e-03,5.553972531314244239e-03
4.186552105959617451e-03,4.304699480330853589e-03
2.721818930654529116e-03,3.116621370459426998e-03
2.419545497961706100e-03,3.069073412491718587e-03
2.605585074746297365e-03,2.802568702835372873e-03
1.868656297989967994e-03,2.713099954388198311e-03
1.555809768014781991e-03,2.427944070912602201e-03
1.481744824859365607e-03,2.251091422839479779e-03
1.352966841555758391e-03,1.898700042374912300e-03
1.435829825415757457e-03,1.724508617048314818e-03
