5.973046058360884786e-02,5.341880341880341776e-01,5.341880341880341776e-01,5.341880341880341776e-01,4.765666994674576662e-01,2.059303876369985176e+02,5.703694144649349429e-01,2.059308134141977575e+02,4.846157700676935465e-02,1.136233535999766957e+02
2.489690380276621089e-03,2.839811715754053494e-03,2.785700691423037643e-03,1.349844578130548513e-02,8.602210982340651856e-04,1.712727615729590924e-01,1.446728362498778163e-03,2.492575195158892032e-01,1.834226319897176022e-03,1.898544853001617183e-01
1.633058500931694511e-03,1.770534712625543251e-03,1.988252230639459169e-03,5.714525818293974928e-03,8.074894228688289221e-04,1.271776457105531222e-01,1.502978957776585122e-03,1.392831881139002803e-01,1.796621698051279956e-03,1.179542033239471266e-01
6.352361204828849139e-04,1.156842788611112116e-03,8.817648765282959595e-04,2.469005459134571319e-03,8.170529255295821969e-04,8.785366975517661103e-02,1.474401650472428925e-03,1.024093487568293881e-01,1.703422953409616455e-03,8.968276681618973789e-02
5.034513220989689447e-04,7.502091447724457129e-04,6.314727853168666588e-04,1.329587360045719714e-03,8.743589082308989013e-04,7.557161892023031569e-02,1.447189154342498618e-03,8.493463669745579536e-02,1.617144143482606485e-03,1.136185521535715282e-01
3.981492881300452533e-04,3.825962214068556527e-04,2.904281988011958473e-04,5.492943992100929101e-04,8.415967756975007092e-04,6.920172148539620316e-02,1.386153142086038459e-03,7.615739530225340559e-02,1.729150672774526238e-03,8.234786909104770125e-02
3.102454187112080211e-04,3.631076120305776309e-04,3.002649104957400114e-04,7.093627191788465236e-04,8.163273129606629652e-04,6.558750356277016913e-02,1.372520825763828747e-03,7.405593542990800138e-02,1.842263631248886079e-03,7.108605583101237912e-02
2.090089783321813553e-04,3.084644200460895380e-04,2.508611496369050897e-04,4.844981475898180070e-04,7.885075375360928174e-04,5.749217696370436531e-02,1.436374500591053229e-03,6.111383330546828890e-02,1.760858894484436084e-03,6.339573805617107483e-02
1.991070816463658187e-04,2.649407932370895333e-04,2.059860448538786029e-04,4.585810512068022593e-04,8.095196489860178929e-04,5.484067367104330376e-02,1.331831143978168264e-03,5.353614476124875232e-02,1.666245352361984218e-03,5.812812863286609399e-02
1.796825658219924958e-04,2.102634911122502892e-04,1.764446359280580356e-04,3.175408392873779848e-04,8.011559957153191252e-04,5.187140780663099943e-02,1.248585943042596026e-03,5.214677916519860901e-02,1.777335272956596674e-03,5.551165047192511970e-02
