5.347321612164624045e-03,5.341880341880341776e-01,5.341880341880341776e-01,5.341880341880341776e-01,4.783045746627079819e-01,2.059304771042775428e+02,5.871250328974523258e-01,2.059309343790240234e+02,3.149763248240206731e-02,1.136234090161616450e+02
4.013682180702415891e-04,2.983207436169088567e-04,3.025862440759641172e-04,1.959261393566968847e-03,8.961367280857501783e-05,3.536837492418953843e-02,1.659707456279024774e-04,4.925829216474113259e-02,1.842965822516188254e-04,3.369742753708208916e-02
2.868512887126639871e-04,2.665260318869044692e-04,2.895561371091759590e-04,1.748074097322865981e-03,7.560408354534420283e-05,2.646018475640943279e-02,1.755795459187803223e-04,2.750049562478835627e-02,1.841221982661413214e-04,2.012841861049707859e-02
1.730773669375240632e-04,2.165968304900789398e-04,2.203886972651891815e-04,1.232028209249014196e-03,7.759955651957528295e-05,1.744869280651926285e-02,1.743343698655530627e-04,2.015285954171872757e-02,1.820989299819142620e-04,1.644293001205667654e-02
1.464232569186929621e-04,2.197774031664545601e-04,1.807519569061943833e-04,7.590816649014064943e-04,8.222236436796204466e-05,1.542594416340676775e-02,1.659724567958931196e-04,1.665588652986826901e-02,1.766780699372628408e-04,2.216878752349060733e-02
1.614352391616558134e-04,2.067163558549134253e-04,1.489543499076373401e-04,8.732358429103415521e-04,8.094624669328088205e-05,1.415585896014590582e-02,1.597608192516864031e-04,1.494626273131984852e-02,1.773421542152014919e-04,1.626944751015173621e-02
1.226698643114865314e-04,1.744194928209097438e-04,1.450172158566354064e-04,8.707807934727918465e-04,8.012421717523143263e-05,1.341438987400067617e-02,1.584410396650970496e-04,1.435281740842526618e-02,1.809098519899314983e-04,1.394644828983260254e-02
1.116004230287348466e-04,1.611778091432980507e-04,1.312932926769316724e-04,8.023330671452555190e-04,7.917931185136284356e-05,1.171870751553285607e-02,1.607587144899835839e-04,1.183519039565084086e-02,1.796548614325700090e-04,1.221504097110468444e-02
9.873611573714135843e-05,1.761485185609756757e-04,1.068261996947650339e-04,9.411540729537204658e-04,7.936774257335521012e-05,1.116806249274873188e-02,1.584328495210729439e-04,1.036804360004026614e-02,1.801041913974916824e-04,1.128389019101234611e-02
9.741001392600256721e-05,1.853150519215029826e-04,9.009621173615145202e-05,9.767892562922986244e-04,7.870046646397676766e-05,1.056413892262924106e-02,1.546565127458876640e-04,1.041183521879531816e-02,1.829808289650553313e-04,1.103780124105710990e-02
8.728108605531304236e-05,1.691180088221000356e-04,9.066922997318372084e-05,1.028518714593901163e-03,7.804753777659322891e-05,1.008257678465582750e-02,1.533000720225718928e-04,9.181271503827304059e-03,1.791541916005230444e-04,1.072648005363490212e-02
9.843525888548753939e-05,1.711831138844766009e-04,7.279437246269227489e-05,9.537110357727640814e-04,7.712517573806864659e-05,9.720368629466236143e-03,1.529069733719690073e-04,9.437764757302602101e-03,1.805977061998894522e-04,1.033649500712812211e-02
9.435622331912529317e-05,1.710561155999712425e-04,7.752807935247907616e-05,8.639729885269120885e-04,7.736533880030038452e-05,8.843861458858270561e-03,1.528779586779826952e-04,1.000782472301437950e-02,1.804380154082666995e-04,1.027950430684967421e-02
8.933990386341683089e-05,1.584386273505045020e-04,8.181242123865284106e-05,8.066458575842593969e-04,7.511252532724221886e-05,8.621009477964491560e-03,1.504367866760114635e-04,9.653785727753928098e-03,1.768840650806691888e-04,1.000037420608990146e-02
7.970825372709544881e-05,1.655735621483522769e-04,7.657410541725973561e-05,8.131278156668697360e-04,7.568507736879781511e-05,8.681645835223151045e-03,1.527264477005796264e-04,8.501973477308411020e-03,1.767418141233346182e-04,1.004982006235621839e-02
7.308140396085071884e-05,1.656475162627901623e-04,7.085560835444204293e-05,7.370140710898587461e-04,7.533301523163782863e-05,8.180103096908909049e-03,1.522943643034346708e-04,8.741726540552007679e-03,1.761046392904305226e-04,8.662650928039994716e-03
7.464889137249741409e-05,1.622702315476953815e-04,7.687186090122865862e-05,6.622617383195250184e-04,7.555456475960564688e-05,8.318037992140148162e-03,1.508880438229775914e-04,7.824367423438616242e-03,1.694637911259161205e-04,7.990900785363663425e-03
8.279274235134526094e-05,1.622527229998560472e-04,8.093051429539644391e-05,7.127108753534561409e-04,7.556325837398958356e-05,8.191457882570318122e-03,1.551301880197197890e-04,8.281111278114395083e-03,1.669606744134218782e-04,7.447352794316941180e-03
7.893185493439425487e-05,1.635493409542887575e-04,7.986654834358231634e-05,6.436943427635455134e-04,7.555402890905837672e-05,8.080491384787081080e-03,1.556041591061429975e-04,7.905657221697027018e-03,1.637641622584511407e-04,6.722736255604644211e-03
7.798539903034474295e-05,1.659943910572281409e-04,7.656252113902862187e-05,6.698079963781578428e-04,7.560342492972104984e-05,7.716557698168457699e-03,1.547068207599255787e-04,7.476428283020197796e-03,1.643005949344542222e-04,6.961352982071389132e-03
7.759800474171907325e-05,1.557364433573127371e-04,7.371941189476816092e-05,6.360590713243130089e-04,7.629008047155272365e-05,8.075211308602092339e-03,1.528373163682594847e-04,7.055260406839636463e-03,1.640619946889545350e-04,7.144698324785281676e-03
7.163754571353209415e-05,1.492164266103601590e-04,7.545833594652107124e-05,5.740762396829024016e-04,7.617285041290333409e-05,7.925455686877570100e-03,1.583889265283633385e-04,6.878826022405348621e-03,1.643551095209686095e-04,6.479373204272320490e-03
