2.960776817732099081e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.293828493729436813e-02,5.164425115024470466e-04,8.060630216834928363e-02,2.246021182886399393e-04,3.756845406384217573e-02,1.154266727771142406e-04
2.265373801057966700e-03,2.265538961185374015e-03,1.906201939534792359e-03,1.859337234898563937e-02,6.665393489247225123e-04,8.630570133948169131e-02,9.902088977086487536e-04,1.548785222207465229e-01,1.442311095374305616e-03,1.167361529031978873e-01
1.464338923181077081e-03,1.474567293365173278e-03,2.782640839732758008e-03,8.166064286740449749e-03,6.599255448693893073e-04,9.542936878002464263e-02,1.039772161505542452e-03,9.318205478689645105e-02,1.216818351095286244e-03,8.587326721677966679e-02
7.479655497789803285e-04,1.428724810532223726e-03,1.081049473732790785e-03,3.482174354054865927e-03,6.603324910917793495e-04,6.850491033452758838e-02,7.730273463072809444e-04,5.749668959599106566e-02,1.114317067253832796e-03,5.959721968298700018e-02
5.127497160185391168e-04,1.266542956472509109e-03,6.610469144846975887e-04,2.479503696680315089e-03,6.435909116345659960e-04,5.852278635072679508e-02,6.914603851981740001e-04,5.278248777122359486e-02,1.357469188053131480e-03,7.532471186163543220e-02
4.672897231054775865e-04,6.130139393685186608e-04,3.163061796817466715e-04,6.372384883949591726e-04,6.200896722216994120e-04,5.469998451747723478e-02,7.523457798976816669e-04,5.271638710932369937e-02,1.229264808941726850e-03,6.835799479641818666e-02
3.645729553954191551e-04,5.762644279987659286e-04,3.381703636249982722e-04,7.749842537380749767e-04,6.334200387694051025e-04,4.661782625768921828e-02,9.038856102424975896e-04,5.114990112570654002e-02,1.320167298486148470e-03,5.355936204791963973e-02
2.369513882722339463e-04,5.033160774869867337e-04,4.097807156966906564e-04,6.651986362223251317e-04,5.954972992068166115e-04,3.535349726863579872e-02,1.004527875833970954e-03,4.258938904618677496e-02,1.165258193785980931e-03,4.957340983479475993e-02
2.035781417052664121e-04,5.064617126674847468e-04,3.983730202051653292e-04,7.603544955851534049e-04,6.176408792004325389e-04,4.251933260971307166e-02,1.090476377233235480e-03,3.790200889848915899e-02,1.084908813802813862e-03,4.347829543804020841e-02
2.417727062311443272e-04,2.880214798110854613e-04,2.941314112851213503e-04,5.382838194321153385e-04,5.999083507585754134e-04,4.239479540040838601e-02,1.163630362436048754e-03,3.796805766093983014e-02,1.002057601581895618e-03,4.413863405725276801e-02
2.264304661473136597e-04,1.984917174113453849e-04,2.013907927570312932e-04,1.410286117510575993e-04,5.891079201132742643e-04,3.769054713311362909e-02,1.303155418405988961e-03,3.439642020539947220e-02,9.164928680057793202e-04,3.539976644847411813e-02
2.230001298677985349e-04,1.951354729177607326e-04,1.407144766275598025e-04,1.476997985680587357e-04,5.776752347291055521e-04,3.962840778357879651e-02,1.333789970670075072e-03,2.877921201573336446e-02,1.108743987083643263e-03,3.123606450369746310e-02
2.340650158344030325e-04,1.860590321490042181e-04,1.661986243097269590e-04,1.496004481310575485e-04,5.470534282735381969e-04,3.814958917109906311e-02,1.218670193225849206e-03,2.827153420312821658e-02,1.080742813376341311e-03,2.815481151859748621e-02
2.101777065686467481e-04,1.732260207553444219e-04,1.261650298274514040e-04,2.134433330979406513e-04,5.508461491917896911e-04,3.779559750951880237e-02,1.236429391950503347e-03,2.992359428838158725e-02,1.108352647226406966e-03,2.946036350077514687e-02
1.611317441972529615e-04,1.886086333182142988e-04,1.021295957050115209e-04,4.930905018433523121e-04,5.810967731231445185e-04,3.870600487226818348e-02,1.375542816955368803e-03,3.117161747426198601e-02,1.038126849466948064e-03,2.147956325975775710e-02
1.531500289939464402e-04,1.818176753638281462e-04,1.042537244375628820e-04,4.993564738070179875e-04,5.307432771252350561e-04,3.584340484040542119e-02,1.334700776938158636e-03,2.798516815672432226e-02,1.066826061862789516e-03,1.841656450951053084e-02
