2.000000000000000000e+00,2.464346537351787436e+00
2.914375154789495756e-02,3.023258372545995984e-02
1.585507725611489185e-02,2.393749653788965898e-02
1.390776458058782215e-02,1.564941117664418041e-02
1.057486251725213780e-02,1.040132904925883395e-02
5.278878977827705828e-03,1.102130909060044031e-02
4.284566702853398815e-03,9.587484600811536223e-03
4.415705091729005272e-03,8.493905163357596058e-03
4.953949642673005985e-03,7.942774438627609596e-03
4.369689157125966270e-03,5.880190392091577505e-03
4.061826933987089210e-03,6.170601811959030777e-03
3.854885472134484022e-03,6.309118780047029418e-03
4.270616066147770069e-03,3.723714357034069340e-03
2.838738740535073739e-03,2.605972048858617909e-03
2.415446951345412516e-03,2.978802119255163916e-03
2.347262899618130123e-03,2.834067316503307947e-03
1.676286568658702514e-03,2.672140154008317749e-03
1.433474092853814818e-03,2.397132027346060481e-03
1.385886359209020837e-03,2.111206007155885713e-03
1.379679745812678517e-03,1.876522276525704937e-03
1.383931630101897878e-03,1.584757563172800501e-03
