0.000000000000000000e+00,4.092058476580950455e+00
2.496599685414559525e-02,2.318860002419783489e-02
1.253216795292016149e-02,1.593811912211689705e-02
1.355872055692719687e-02,9.850460610971441960e-03
1.035563085613004121e-02,6.399744524141675987e-03
3.876996989613610851e-03,4.794095761803856930e-03
2.737400365020683460e-03,5.520064474638707551e-03
2.842442448359783908e-03,6.036066751022113076e-03
3.958211500536144324e-03,3.960366050059341107e-03
3.295862516271931986e-03,3.854045030965863074e-03
3.080449497128781144e-03,4.541349106467060075e-03
3.390629013688578521e-03,4.020587395270126471e-03
2.612638095976047448e-03,2.591711106055005504e-03
1.978923285627019486e-03,2.216686843381975199e-03
1.464397503514063871e-03,2.099218340931031154e-03
1.502814176719146364e-03,2.116280417704335427e-03
1.500433599100338584e-03,1.643419146420727235e-03
1.488261029735450701e-03,1.838007579456955301e-03
1.387328114731498563e-03,1.692977294563084234e-03
1.154502659250897754e-03,1.654941458498959553e-03
1.056874024137074248e-03,1.604342500999881909e-03
